filename,actual_folder,actual_label,predicted_label,is_correct,confidence,anomaly_score,reconstruction_loss,largest_cluster_pct,cluster_count,largest_cluster_area,path
y (262).jpg,yes,Abnormal,Abnormal,True,0.99,0.09825604408979416,0.00829272624105215,0.48,352,240,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (262).jpg
y (263).jpg,yes,Abnormal,Abnormal,True,0.99,0.06974887102842331,0.00567668117582798,2.49,240,1247,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (263).jpg
y (264).jpg,yes,Abnormal,Abnormal,True,0.99,0.1731354296207428,0.014399213716387749,0.58,350,292,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (264).jpg
y (265).jpg,yes,Abnormal,Abnormal,True,0.99,0.052176810801029205,0.004395864903926849,0.55,319,274,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (265).jpg
y (266).jpg,yes,Abnormal,Abnormal,True,0.99,0.06825436651706696,0.006614698562771082,0.4,297,199,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (266).jpg
y (267).jpg,yes,Abnormal,Abnormal,True,0.99,0.06904135644435883,0.007097670808434486,0.61,416,308,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (267).jpg
y (268).jpg,yes,Abnormal,Abnormal,True,0.99,0.08247604221105576,0.006052842363715172,1.89,144,949,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (268).jpg
y (269).jpg,yes,Abnormal,Abnormal,True,0.99,0.07416022568941116,0.006291436962783337,0.98,288,493,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (269).jpg
y (270).jpg,yes,Abnormal,Abnormal,True,0.99,0.054819654673337936,0.005339248571544886,0.97,326,486,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (270).jpg
y (271).jpg,yes,Abnormal,Abnormal,True,0.99,0.058833688497543335,0.005703463219106197,0.77,281,388,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (271).jpg
y (272).jpg,yes,Abnormal,Abnormal,True,0.99,0.0789780467748642,0.005562365520745516,1.47,116,740,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (272).jpg
y (273).jpg,yes,Abnormal,Abnormal,True,0.99,0.05271639674901962,0.0041632987558841705,0.33,242,168,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (273).jpg
y (274).jpg,yes,Abnormal,Abnormal,True,0.99,0.06969849765300751,0.0056084757670760155,1.16,251,581,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (274).jpg
y (275).jpg,yes,Abnormal,Abnormal,True,0.99,0.07783009856939316,0.0072281318716704845,0.95,306,478,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (275).jpg
y (276).jpg,yes,Abnormal,Abnormal,True,0.99,0.042916055768728256,0.0039020816329866648,0.76,256,379,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (276).jpg
y (277).jpg,yes,Abnormal,Abnormal,True,0.99,0.046614911407232285,0.00435094628483057,0.6,252,299,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (277).jpg
y (278).jpg,yes,Abnormal,Abnormal,True,0.99,0.05450284853577614,0.004988677334040403,1.0,304,501,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (278).jpg
y (279).jpg,yes,Abnormal,Abnormal,True,0.99,0.05549440532922745,0.005073036998510361,0.64,310,320,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (279).jpg
y (280).jpg,yes,Abnormal,Abnormal,True,0.99,0.09062087535858154,0.008417492732405663,0.47,264,238,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (280).jpg
y (281).jpg,yes,Abnormal,Abnormal,True,0.99,0.09567805379629135,0.008823140524327755,1.03,342,515,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (281).jpg
y (282).jpg,yes,Abnormal,Abnormal,True,0.99,0.0883154645562172,0.007867761887609959,0.88,315,443,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (282).jpg
y (283).jpg,yes,Abnormal,Abnormal,True,0.99,0.06687720865011215,0.005592742934823036,1.19,215,595,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (283).jpg
y (284).jpg,yes,Abnormal,Abnormal,True,0.99,0.08143173903226852,0.00706865917891264,0.33,312,164,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (284).jpg
y (285).jpg,yes,Abnormal,Abnormal,True,0.99,0.07722564786672592,0.007385191973298788,0.67,329,337,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (285).jpg
y (286).jpg,yes,Abnormal,Abnormal,True,0.99,0.0724409744143486,0.006580722518265247,0.45,244,226,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (286).jpg
y (287).jpg,yes,Abnormal,Abnormal,True,0.99,0.13052569329738617,0.009910191409289837,1.98,158,994,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (287).jpg
y (288).jpg,yes,Abnormal,Abnormal,True,0.99,0.05598686262965202,0.00481843389570713,0.4,363,201,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (288).jpg
y (289).jpg,yes,Abnormal,Abnormal,True,0.99,0.08820074051618576,0.00693137850612402,0.75,247,377,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (289).jpg
y (290).jpg,yes,Abnormal,Abnormal,True,0.99,0.09938317537307739,0.008472854271531105,0.76,263,380,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (290).jpg
y (291).jpg,yes,Abnormal,Abnormal,True,0.99,0.11800841987133026,0.011469963006675243,0.67,324,337,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (291).jpg
y (292).jpg,yes,Abnormal,Abnormal,True,0.99,0.05308489501476288,0.004356879275292158,0.3,287,151,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (292).jpg
y (293).jpg,yes,Abnormal,Abnormal,True,0.99,0.08202309161424637,0.007624227087944746,0.42,310,213,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (293).jpg
y (294).jpg,yes,Abnormal,Abnormal,True,0.99,0.060352474451065063,0.005560040008276701,0.43,341,218,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (294).jpg
y (295).jpg,yes,Abnormal,Abnormal,True,0.99,0.0913601964712143,0.00878476444631815,1.24,259,622,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (295).jpg
y (296).jpg,yes,Abnormal,Abnormal,True,0.99,0.1078498512506485,0.00915724877268076,0.66,297,332,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (296).jpg
y (297).jpg,yes,Abnormal,Abnormal,True,0.99,0.04990850016474724,0.0045278058387339115,0.31,408,156,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (297).jpg
y (298).jpg,yes,Abnormal,Abnormal,True,0.99,0.09375869482755661,0.008593404665589333,0.35,301,178,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (298).jpg
y (299).jpg,yes,Abnormal,Abnormal,True,0.99,0.05088454857468605,0.004571945872157812,0.61,294,306,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (299).jpg
y (3).jpg,yes,Abnormal,Abnormal,True,0.99,0.11863226443529129,0.010728622786700726,0.76,281,379,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (3).jpg
y (300).jpg,yes,Abnormal,Abnormal,True,0.99,0.04734108969569206,0.0052588279359042645,0.77,235,385,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (300).jpg
y (301).jpg,yes,Abnormal,Abnormal,True,0.99,0.046014584600925446,0.004004534333944321,2.14,210,1073,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (301).jpg
y (302).jpg,yes,Abnormal,Abnormal,True,0.99,0.10795997828245163,0.009240287356078625,1.97,230,987,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (302).jpg
y (303).jpg,yes,Abnormal,Abnormal,True,0.99,0.10606910288333893,0.010690777562558651,1.07,366,538,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (303).jpg
y (304).jpg,yes,Abnormal,Abnormal,True,0.99,0.07838451862335205,0.007595301140099764,0.41,384,206,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (304).jpg
y (305).jpg,yes,Abnormal,Abnormal,True,0.99,0.0714641660451889,0.0067281899973750114,0.39,309,197,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (305).jpg
y (306).jpg,yes,Abnormal,Abnormal,True,0.99,0.09536191076040268,0.009363994002342224,0.33,313,165,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (306).jpg
y (307).jpg,yes,Abnormal,Abnormal,True,0.99,0.1011141911149025,0.008675143122673035,1.84,254,921,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (307).jpg
y (308).jpg,yes,Abnormal,Abnormal,True,0.99,0.07544620335102081,0.006748192943632603,1.48,319,744,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (308).jpg
y (309).jpg,yes,Abnormal,Abnormal,True,0.99,0.05625935643911362,0.004873213358223438,0.41,367,207,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (309).jpg
y (310).jpg,yes,Abnormal,Abnormal,True,0.99,0.0651402473449707,0.006465017329901457,0.32,360,161,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (310).jpg
y (311).jpg,yes,Abnormal,Abnormal,True,0.99,0.06460990756750107,0.006617505103349686,0.16,406,82,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (311).jpg
y (312).jpg,yes,Abnormal,Abnormal,True,0.99,0.18625569343566895,0.0149709302932024,4.05,27,2034,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (312).jpg
y (313).jpg,yes,Abnormal,Abnormal,True,0.99,0.06378345936536789,0.005725598428398371,0.58,334,291,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (313).jpg
y (314).jpg,yes,Abnormal,Abnormal,True,0.99,0.055110782384872437,0.00450927997007966,0.55,304,275,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (314).jpg
y (315).jpg,yes,Abnormal,Abnormal,True,0.99,0.0711836889386177,0.007277629803866148,0.6,409,303,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (315).jpg
y (316).jpg,yes,Abnormal,Abnormal,True,0.99,0.10534508526325226,0.00732111930847168,2.61,178,1310,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (316).jpg
y (317).jpg,yes,Abnormal,Abnormal,True,0.99,0.09095373004674911,0.008290231227874756,0.71,323,355,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (317).jpg
y (318).jpg,yes,Abnormal,Abnormal,True,0.99,0.055431779474020004,0.004661656450480223,0.63,150,316,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (318).jpg
y (319).jpg,yes,Abnormal,Abnormal,True,0.99,0.062101542949676514,0.005203478969633579,0.61,282,305,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (319).jpg
y (320).jpg,yes,Abnormal,Abnormal,True,0.99,0.14515723288059235,0.012451287358999252,0.75,322,376,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (320).jpg
y (321).jpg,yes,Abnormal,Abnormal,True,0.99,0.19482584297657013,0.02162746526300907,0.28,602,142,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (321).jpg
y (322).jpg,yes,Abnormal,Abnormal,True,0.99,0.13454601168632507,0.01728026755154133,0.23,1082,113,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (322).jpg
y (323).jpg,yes,Abnormal,Abnormal,True,0.99,0.1674336940050125,0.019889943301677704,0.31,605,157,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (323).jpg
y (324).jpg,yes,Abnormal,Abnormal,True,0.99,0.18685120344161987,0.018844200298190117,0.38,468,193,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (324).jpg
y (325).jpg,yes,Abnormal,Abnormal,True,0.99,0.1499156653881073,0.01724729686975479,0.16,725,78,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (325).jpg
y (326).jpg,yes,Abnormal,Abnormal,True,0.99,0.21516962349414825,0.026351341977715492,0.28,694,139,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (326).jpg
y (327).jpg,yes,Abnormal,Abnormal,True,0.99,0.21502788364887238,0.026044433936476707,0.29,585,145,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (327).jpg
y (328).jpg,yes,Abnormal,Abnormal,True,0.99,0.15563340485095978,0.013961915858089924,0.63,373,314,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (328).jpg
y (329).jpg,yes,Abnormal,Abnormal,True,0.99,0.1666659563779831,0.0180418249219656,0.31,629,155,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (329).jpg
y (330).jpg,yes,Abnormal,Abnormal,True,0.99,0.1727878600358963,0.016701672226190567,0.37,441,184,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (330).jpg
y (331).jpg,yes,Abnormal,Abnormal,True,0.99,0.15742896497249603,0.01679077185690403,0.55,631,274,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (331).jpg
y (332).jpg,yes,Abnormal,Abnormal,True,0.99,0.20899055898189545,0.024714039638638496,0.22,745,111,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (332).jpg
y (333).jpg,yes,Abnormal,Abnormal,True,0.99,0.18406638503074646,0.018184909597039223,0.41,425,208,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (333).jpg
y (334).jpg,yes,Abnormal,Abnormal,True,0.99,0.2976134419441223,0.04422146826982498,0.29,880,146,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (334).jpg
y (335).jpg,yes,Abnormal,Abnormal,True,0.99,0.19061945378780365,0.019793285056948662,0.25,629,126,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (335).jpg
y (336).jpg,yes,Abnormal,Abnormal,True,0.99,0.16513243317604065,0.01787591725587845,0.51,529,256,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (336).jpg
y (337).jpg,yes,Abnormal,Abnormal,True,0.99,0.17889779806137085,0.018305553123354912,0.93,503,465,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (337).jpg
y (338).jpg,yes,Abnormal,Abnormal,True,0.99,0.15359435975551605,0.019030200317502022,0.51,679,255,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (338).jpg
y (339).jpg,yes,Abnormal,Abnormal,True,0.99,0.17178034782409668,0.018336469307541847,1.06,500,533,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (339).jpg
y (340).jpg,yes,Abnormal,Abnormal,True,0.99,0.18942196667194366,0.01785985380411148,0.45,550,225,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (340).jpg
y (341).jpg,yes,Abnormal,Abnormal,True,0.99,0.18052910268306732,0.019602831453084946,0.11,777,54,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (341).jpg
y (342).jpg,yes,Abnormal,Abnormal,True,0.99,0.1659632921218872,0.0163247212767601,0.35,547,176,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (342).jpg
y (343).jpg,yes,Abnormal,Abnormal,True,0.99,0.2242395579814911,0.030529633164405823,0.59,707,298,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (343).jpg
y (344).jpg,yes,Abnormal,Abnormal,True,0.99,0.24952241778373718,0.030524617061018944,0.11,814,53,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (344).jpg
y (345).jpg,yes,Abnormal,Abnormal,True,0.99,0.11132049560546875,0.010840848088264465,0.44,480,221,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (345).jpg
y (346).jpg,yes,Abnormal,Abnormal,True,0.99,0.1594669371843338,0.01694457046687603,0.5,538,249,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (346).jpg
y (347).jpg,yes,Abnormal,Abnormal,True,0.99,0.20306168496608734,0.021288633346557617,0.22,603,109,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (347).jpg
y (348).jpg,yes,Abnormal,Abnormal,True,0.99,0.1704806685447693,0.018500063568353653,0.16,653,82,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (348).jpg
y (4).jpg,yes,Abnormal,Abnormal,True,0.99,0.11914052814245224,0.010859601199626923,0.64,340,323,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (4).jpg
y (5).jpg,yes,Abnormal,Abnormal,True,0.99,0.08885492384433746,0.00747365178540349,1.42,258,714,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (5).jpg
y (6).jpg,yes,Abnormal,Abnormal,True,0.99,0.07949229329824448,0.007131605874747038,0.48,334,239,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (6).jpg
y (7).jpg,yes,Abnormal,Abnormal,True,0.99,0.17499740421772003,0.016998890787363052,0.24,485,119,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (7).jpg
y (8).jpg,yes,Abnormal,Abnormal,True,0.99,0.09166204929351807,0.008607281371951103,0.34,407,169,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (8).jpg
y (9).jpg,yes,Abnormal,Abnormal,True,0.99,0.1581455022096634,0.014192135073244572,0.39,452,196,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y (9).jpg
y1498.jpg,yes,Abnormal,Normal,False,0.804988969117403,0.015600882470607758,0.0010666964808478951,0.75,151,378,C:\Users\ASPIRE 3\Desktop\MCA FINAL YEAR PROJECT REPORT\codex project\brain_mri_complete_project\brain_mri_project\Data_Set\yes\y1498.jpg
